"id","text","author"
"id23911","I woke up a sensation of exquisite pain.","EAP"
"id01232","Minor peaks that once inhabited; but always the men of the plains would climb the slopes of the rock and the snow, leading the gods to higher and higher mountains, until now only the last remains.","HPL"
"id25700","I looked at the skies, which were covered by clouds that flew before the wind, only to be replaced by others; I looked at the sea; It was my grave.","MWS"
"id05541","The first coup d&#39;etat, when the sun slid into the position described, impressed me greatly as I was impressed, as a child, by the final scene of some well-organized theatrical show or melodrama.","EAP"
"id24481","Maybe he did this because he saw a cloud on Perdita&#39;s forehead.","MWS"
"id26810","In addition, he was involved in an exquisite sense of the strange.","EAP"
"id09147","They did not have, then, the riots of those seventeen years past that moved certain kinetic patterns in the morbid brain of one or more of them, in particular the sinister Paul Roulet, who darkly survived the bodies murdered and buried by the mafia, and continued working in some. Space of multiple dimensions along the original lines of force determined by a frantic hatred of the invading community?","HPL"
"id11376","Raymond promised but then there was a new argument.","MWS"
"id23483","With a thumb attached to an empty part of the canvas was a piece of paper that was now very wrinkled probably, I thought, a photograph from which Pickman intended to paint a background as horrible as the nightmare it was to enhance.","HPL"
"id16114","While I waited for the carriage, I went up and down with a quick step; Then, kneeling and clasping my hands passionately, I tried to pray, but my voice was choked with convulsive sobs. Oh, the sun was shining, the air was soft, I still had to live because if I was dead, everything would be black as night for me The movement of the knowing that led me to him and that maybe I could find him alive, revived my courage, but I had a terrible trip.","MWS"
"id27050","Write &#39;Van death so hidden, That you do not feel come, Because the pleasure of dying, Do not mestorne to give life.&#39; &quot;That&#39;s Spanish from Miguel de Cervantes.","EAP"
"id05889","The horrors of a more severe and more horrific nature would too often be confused with my mind and shake the deepest depths of my soul with the simple assumption of its possibility.","EAP"
"id07404","He resolved to drag the load, the evidence shows that it was dragged.","EAP"
"id14882","&quot;Shame in the country,&quot; said Ryland, &quot;put so much emphasis on words and frivolity, it&#39;s not about anything, the new painting of transport panels and the embroidery of the coats of lackeys.&quot;","MWS"
"id17746","The evil is to return home with us, and we should not shrink from our destiny.","MWS"
"id09540","Which leads him to count the long and long hours of horror rather than deadly, during which I counted the vibrations of the steel inch by inch line by line with a descent only noticeable at intervals that seemed ages down and still down. It happened that it could have been so many days before he swept me up close enough to fan me with his acrid breath.","EAP"
"id22782","Then he got up and spoke of a fearful smell, and says that his boy Cha&#39;ncey was screaming like he was kidding like what he smelled until Whateley wins again on Monday morning.","HPL"
"id20760","We, in our retirement, remained for a long time ignoring their misfortune.","MWS"
"id05502","Who was the one who died of &quot;El Andromache&quot;?","EAP"
"id03271","The lower English and vagabonds joined them.","MWS"
"id03905","I had gone about ten or twelve steps in this way, when the rest of the torn hem of my tunic became tangled between my legs.","EAP"
"id11563","He repeated the loss of what was more necessary to him than the air or the food, the emotion of pleasure, the admiration of the nobles, the luxurious and polished life of the great.","MWS"
"id07371","As we advanced, we found bands of peasants, whose almost naked condition, whose despair and horror, at the same time told the ferocious nature of the enemy that was approaching.","MWS"
"id01115","The ground was a little high, so it was perfectly dry, and because of its proximity to the fireplace in the country house, it was quite warm.","MWS"
"id21723","On other occasions he repeated my favorite poems or dragged me to the arguments, which he supported with great ingenuity.","MWS"
"id07667","What was my destiny","MWS"
"id17198","He spoke of a certain ancient man who had once inhabited our estates, a person of many accomplishments, though little above the rank of peasant; By his name, Michel, usually designated by the surname of Mauvais, the Evil One, because of his sinister reputation.","HPL"
"id16150","My improvement was his delight; He was with me during all my studies and helped me or joined me in every lesson.","MWS"
"id03931","&quot;Please keep your feet to yourself, you have spoiled my brocade, is it necessary, please, to illustrate a comment in such a practical style?","EAP"
"id04082","Being young and handsome, naturally I dislike these, and I have resolutely refused to use them.","EAP"
"id22012","I saw that she must die and fought desperately in spirit with the bleak Azrael.","EAP"
"id13148","Then, as I pulled the crowd away, I told him I should come home with me and be my teacher and leader in unfathomable mysteries, and he nodded without saying a word.","HPL"
"id23955","You do not need to look at the sky; Your Sunship is not there, at least not the Sunship worshiped by the Syrians.","EAP"
"id23966","I could not for any reason have gone down so quickly.","EAP"
"id22742","&quot;God look,&quot; murmured Don Stiletto.","EAP"
"id09737","In order to punish me for this imprudence, he invented a plot with Talbot.","EAP"
"id17194","Twilight had moved closer, but neither of them felt any desire to stop talking.","HPL"
"id05077","I looked in the drawer, and found none there.","EAP"
"id22402","Thus man is individualized.","EAP"
"id12088","It was like a poet of old whom the muses had crowned in their cradle, and on whose lips the bees had fed.","MWS"
"id11199","Here he hesitated, and seemed to tremble again with the fear that had sent him flying home.","HPL"
"id05779","I had two or three teachers read to me a bit, and Passon Clark, he who says he sank in the pond, could not the relatives do anything else?","HPL"
"id16053","However, locked in the ice, it was impossible to follow his trail, which we had observed with the greatest attention.","MWS"
"id03992","The tall grass near her was also moving, as if some other living creature was crawling near the ground.","HPL"
"id12474","&quot;Four of the witnesses mentioned above, remembered, declared that the door of the chamber in which the body of Mademoiselle L. was found was locked inside when the party arrived.","EAP"
"id15740","There was no investigation of anything at all.","EAP"
"id22395","However, it could hardly be proved that, even here, he had fallen so completely from the status of the knights, to seek knowledge of the vilest arts of the player by profession and, having become an adept in his despicable science, to practice. usually as a means to increase my already huge incomes at the expense of the weak mentality among my collegiate colleagues.","EAP"
"id24196","For a few weeks I did not hit him, nor did I use him violently; but little by little, little by little, I came to contemplate him with an unspeakable hatred and to flee silently from his odious presence, as from the breath of a pestilence.","EAP"
"id01169","Beloved and venerable father. I still had it.","MWS"
"id00710","He raised his eyes from the ground, but still, pushing them away from me, he said: &quot;For this reason I will answer your hasty question.","MWS"
"id08023","He came down the hill with a face beaming with triumph, and pointing his sword at the gates, he ordered his troops to bring down those barricades, the only obstacles now to complete the victory.","MWS"
"id00388","In his rivalry, he might have been supposedly driven only by a capricious desire to frustrate, amaze or mortify myself; although there were moments in which I could not avoid observing, with a feeling of astonishment, humiliation and pique, that mixed with his wounds, his insults or his contradictions, a certain affection of the most inappropriate and surely most inopportune. .","EAP"
"id27604","I found that the berries were spoiled by this operation, and the nuts and roots improved a lot.","MWS"
"id16807","Behold, when I was little like you, I dwelt in the valley of Narthos, next to the icy Xari, where no one listened to my dreams; and I told myself that when I was older, I would go to Sinara on the southern slope and sing to the smiling dromedary men in the market.","HPL"
"id17242","While there is life there is action and change.","MWS"
"id09832","But now my boasted independence instigated me daily to acts of tyranny, and freedom was becoming debauchery.","MWS"
"id19145","&quot;Having now in mind the points in which I have called your attention that peculiar voice, that unusual agility and that surprising absence of motivation in a murder as atrociously singular as this allows us to take a look at the carnage itself.","EAP"
"id25603","Now he was our Lord Protector.","MWS"
"id16182","Over the top of this huge window, the lattice work of an aged vine climbed the enormous walls of the turret.","EAP"
"id15056","But the case with which these variable fantasies were entertained, and the plausibility that each one assumed, should be understood as indicative rather of the difficulties than of the facilities to which the elucidation must attend.","EAP"
"id13896","And Oonai&#39;s men were pale with joy and dull with wine, and unlike the radiant men of Aira.","HPL"
"id00236","Never a competent navigator, could only vaguely guess by the sun and stars that was something south of the equator.","HPL"
"id17176","His knees wobbled under a load of years, and his whole body shuddered under the burden.","EAP"
"id27008","Everything that was about to respond was interrupted by Clara&#39;s powerful emotions.","MWS"
"id13889","In the home there were thick braids, very thick braids of gray human hair.","EAP"
"id06351","I remembered Adam&#39;s plea to his Creator.","MWS"
"id02726","&quot;That is another of your strange notions,&quot; said the prefect, who had the means to call every &quot;strange&quot; thing that was beyond his comprehension, and therefore lived in the midst of an absolute legion of &quot;oddities.&quot;","EAP"
"id17374","Once on his feet, he clicked his gums, brandished his arms, raised his sleeves, shook his fist in my face, and concluded the performance pulling the cap off his head, and with it an immense wig of the most valuable and beautiful Black Hair All of which he threw to the ground with a scream, and there he stepped and danced a fandango on him, in an absolute ecstasy and an agony of rage.","EAP"
"id00962","The plague was forgotten, in this new fear that the black sun had spread; and, although the dead multiplied, and the streets of Ispahan, Pekin, and Delhi were scattered with pestilence, they collided with corpses, the men passed by, contemplating the sinister sky, regardless of the death that was under their feet.","MWS"
"id01144","Something like fear cooled me when I sat there alone in the small hours I say alone, because whoever sits next to a sleeper is really alone; Maybe more alone than he can realize.","HPL"
"id24168","To observe carefully is to remember clearly; and, until now, the concentrated chess player will perform very well in the whist; while Hoyle&#39;s rules based on the mere mechanism of the game are generally understandable enough.","EAP"
"id10474","The pale group on the way, still reeling from the unchallenged English syllables that had spilled frantically and thunderously from the frantic vacancy next to the striking altar stone, would never hear those syllables again.","HPL"
"id07939","In a city, fifteen years are not long. A child may still be a child in his third five years: but in a desert in a desert as magnificent as that ancient principality, fifteen years have a much deeper meaning.","EAP"
"id27799","His palette and easel were now on one side; He tried to paint, the crowded memories made his hand tremble, his eyes filled with tears?","MWS"
"id27232","Shots and screams . .","HPL"
"id06260","Once the body is locked, the two of us take it to rest.","EAP"
"id12757","Among others, among them, it can be mentioned that the family doctor did not hesitate to talk about morbid melancholy and bad hereditary health; while the dark indications, of a more equivocal nature, were present among the crowd.","EAP"
"id01798","It was a dark night when I said goodbye to her and, taking with me, as field assistants, the three creditors who had given me so much trouble, we took the balloon, the car and the accessories, in an indirect way, to the station where they deposited the other articles.","EAP"
"id06491","It was just funnin any way.","EAP"
"id20411","And now an indescribable restlessness possessed me a kind of nervous hesitation and trembling.","EAP"
"id15949","For a mind constituted like mine, this last consideration is an evil.","EAP"
"id21940","I held each of my hands close to my eyes, one after the other, and wondered what could have resulted in the swelling of the veins and the horrible blackness of the nails.","EAP"
"id27885","If you stay cool and accept the need to make certain radical readjustments in your life, you can still enjoy the world and the fruits of your erudition.","HPL"
"id12457","On the one hand there was a small opening.","MWS"
"id25518","The baron later informed me that he had deliberately launched the treatise in the manner of Hermann two or three weeks before the adventure, and that he was convinced, from the general point of view of his conversation, that he had studied it with the greatest attention and that he firmly believed. It is a work of unusual merit.","EAP"
"id24562","Then, one summer day, they took him out of his attic and wandered aimlessly through the streets, crossing a bridge to a place where houses were becoming thinner and thinner.","HPL"
"id25391","According to vulgar superstition, my dress, my person, the air I breathed, represented a mortal danger to me and to others.","MWS"
"id26806","When a traveler in north central Massachusetts takes the wrong fork at the junction of the Aylesbury Pike, past the corners of Dean, he finds a lonely and curious country.","HPL"
"id11287","Bulky and strange books were extracted from the shelves of the pile and from secure storage places; and the diagrams and formulas were copied with feverish haste and in disconcerting abundance.","HPL"
"id01943","Now I am growing in years, and as I understand that Shakespeare and Mr. Emmons have died, it is not impossible that I can die.","EAP"
"id20691","All the events, while deeply interested in me, were organized in images before me.","MWS"
"id00223","You will be my heir.","EAP"
"id26350","The villains have escaped for the time being, but the police are on their way, and some of them will soon be captured. &quot;","EAP"
"id13266","In a short time he was almost a devotee, and he listened for hours like a schoolboy to artistic theories and philosophical speculations wild enough to qualify him for Danvers&#39; asylum.","HPL"
"id23902","The two forces are mixed, unarmed and hand, talking only how each could help the other, the adversaries joined; each regretted, on the one hand his previous cruelties, on the other his late violence, obeyed the General&#39;s orders to proceed to London.","MWS"
"id26075","She had to play the role of a courteous hostess; to attend to all; Brighten the focus of enjoyment and grace.","MWS"
"id13484","And now, Agathos, as we go forward, instruct me to speak to me in the familiar tones of the earth.","EAP"
"id03239","Zann said he was old, lonely and afflicted by strange fears and nervous disorders related to his music and other things.","HPL"
"id22102","&quot;We have received one or two communications, whose purpose is to put an end to the crime of late atrocity on Mennais, but as this gentleman has been totally exonerated by a loyal investigation, and as the arguments of our various correspondents seem to be more Jealous than profound, we do not think it is advisable to make them public. &quot;","EAP"
"id07338","The laboratory was in a basement built in secret by imported workers, and contained an enormous incinerator for the silent and complete removal of such bodies, or fragments and synthetic mockeries of bodies, as might be left of the morbid experiments and entertaining diversions of the owner. .","HPL"
"id10681","I feel impelled, even in the teeth of a world of prejudices, to detail without commenting the very remarkable substance of a colloquium, which occurs between an alarm clock and myself.","EAP"
"id12453","Did my obvious tourism, with its frequent map inquiries, cause an unfavorable warning?","HPL"
"id16721","The evening so spent was, without doubt, the most delicious of my life.","EAP"
"id00999","Goodbye, my only living friend; You are the only link that binds me to existence, and now I break it.","MWS"
"id23752","The lower floors of the crumbling houses sometimes had small tents with dirty signs, and I noticed a truck or two parked as we went.","HPL"
"id12304","On the way home, my companion intervened for a moment in the office of one of the newspapers.","EAP"
"id20563","I&#39;ll see you tomorrow if you wish, and so will you.","MWS"
"id11036","He returned to Jermyn House, a widower with a small son, Alfred, who would one day be the father of Arthur Jermyn.","HPL"
"id19303","He would immediately ask the General himself, and he would demand, in explicit terms, a solution to this abominable mystery.","EAP"
"id24682","Late in the afternoon he entered the appropriate apartments for the festival.","MWS"
"id27203","Although Constantinople is piled on top of it like a tomb, however, I must find it and then cover ourselves with the weight of the city, with a mountain piled on top of it that I do not care about, so that a tomb will hold Raymond and his Perdita. &quot;","MWS"
"id17040","Rousseau New Heloise.","EAP"
"id07510","The weather was fine; It was the middle of August, almost two months after the death of Justine, that miserable time that I left with all my strength.","MWS"
"id19828","Raymond&#39;s response was brief.","MWS"
"id03360","There ran small streams on shining pebbles, which divided mounds of greens and gardens of many shades, and spread over a multitude of bridges.","HPL"
"id27745","Such a story filled the trumpet with many voice fame; such a story made my longest stay in Vienna, far from the friend of my youth, intolerable.","MWS"
"id15053","But you have a husband and precious children; you can be happy","MWS"
"id09857","What has increased may sink, and what has sunk may increase.","HPL"
"id18241","It had come from the hands of God, a perfect, happy and prosperous creature, guarded by the special care of its Creator; he was allowed to converse and acquire knowledge of beings of a superior nature, but I was miserable, helpless and alone.","MWS"
"id18705","In fact, it was a sledge, like the one we had seen before, that had headed towards us at night on a large piece of ice.","MWS"
"id19304","As I imagined, the ship proves to be in a stream; if that denomination can be adequately granted to a tide that, howling and shrieking from the white ice, it thunders towards the south with a speed like that of a cataract.","EAP"
"id20293","The same sounds of calm acted like a lullaby to my too-sharp sensations; When I put my head on my pillow, the dream took hold of me; I felt it as it came and blessed the one who gave me oblivion.","MWS"
"id26299","He had traced the man on one of the most difficult streets of the metropolis.","MWS"
"id26414","Clara and Alfred followed her.","MWS"
"id14664","At no time of the time to come I felt what I had done in the past tense.","MWS"
"id15212","If anyone knew anything about Brevet&#39;s brigadier general, John ABC Smith, that person, it was clear to me, it was Miss Tabitha T. We telegraphed some signals and then we began, soto voce, an energetic tête à tête.","EAP"
"id27628","Sing a thousand again. Soho, let&#39;s sing Long live our king, who knocked down over a thousand. Soho let us roar. It has given us more red gallons of blood than all of Syria can provide wine. trumpets? &quot;","EAP"
"id23768","Something about Martens manners gave Gifford a feeling of repulsion and suspicion, and a week later he returned with his shovel and scabbard to explore the burial site.","HPL"
"id24270","This time neither of them could doubt, but something horribly serious was approaching them.","HPL"
"id00004","You may see, perhaps, one or two points with unusual clarity, but in doing so, necessarily, you lost sight of the matter in its entirety.","EAP"
"id26396","I felt light, and hunger, and thirst, and darkness; innumerable sounds echoed in my ears, and on all sides several aromas greeted me; The only object I could distinguish was the bright moon, and I fixed my eyes on that with pleasure.","MWS"
"id01568","Queer haow a cravin &#39;gt a holt in you As you love the Almighty, young man, do not tell anyone, but I&#39;ve noticed that the painter began to make me hungry for food that I could not get up or buy here. What is happening to you?","HPL"
"id02413","It was in the middle of summer, when the alchemy of Nature transmuted the jungle landscape into a mass of vivid and almost homogeneous green; when the senses are well intoxicated with the rising seas of moist greenery and the subtly indefinable smells of soil and vegetation.","HPL"
"id13051","If they are sprayed, they will continue to sing and laugh until the rest day.","HPL"
"id21150","We found it without much difficulty, when, dismissing it, I proceeded to examine the place.","EAP"
"id09973","Everything unknown","EAP"
"id04310","In fact, it was not difficult to start a counterattack, because I knew that Joel Manton actually clung to the superstitions of many old wives that sophisticated people had overcome for a long time; beliefs in the appearance of dying people in distant places, and in the impressions left by the old faces in the windows through which they had looked all their life.","HPL"
"id21825","They pressed that they attacked me accumulating piles.","EAP"
"id02176","He placed the needle on the wrong end of the tube and, holding his breath hard to inflate the dart forward, pushed the needle into his throat.","EAP"
"id09527","His mother, all eyes and ears, soon interrupted us; and I saw that she wished to dismiss me quietly, since those whose services, now that her relatives had arrived, were not good for her son.","MWS"
"id04394","Sir Wade was, in fact, the most peculiar in his solicitude for his family; because when he returned to Africa, he would not allow anyone to take care of his little son, except a disgusting black woman from Guinea.","HPL"
"id24826","The turn of the vitreous eye was changed by that expression of uncomfortable internal examination that is never seen, except in cases of sleep wakefulness, and that it is impossible to confuse.","EAP"
"id14598","And in the glow of the moon I saw how reckless it had been to travel during the day.","HPL"
"id22299","The intense color of my sister and the bright eyes half revealed their secret.","MWS"
"id26950","Therefore, despite the unthinking pleasure that awaited me at the beginning, the impression I have of my life in Vienna is melancholy.","MWS"
"id20875","Upon those horrors, the evil moon now hung very low, but the swollen worms of the sea do not need the moon to feed themselves.","HPL"
"id16905","I was afraid of losing sight of him; however, he was afraid to observe any change in the temperament of his mind.","MWS"
"id25079","In other conditions of the mind, I could have had the courage to end my misery immediately by immersing myself in one of these abysses; But now I was the most diverse of cowards.","EAP"
"id20598","The words &quot;penny a liner&quot;, &quot;mendicant&quot;, &quot;scullion&quot; and &quot;cut throat&quot; were epithets so intentionally inexpressive and misleading, that they were worse than nothing when applied to the author of the worst stanzas ever written by one of the race human","EAP"
"id17257","Why should it be like that, if He were not good?","MWS"
"id13365","She accused herself of her trip to Greece, of her dangers, of her imprisonment.","MWS"
"id22844","At last, the noise of the cattle diminished to a lamentable moan, and there was a great snap, clicks and creaks.","HPL"
"id21522","His melancholy is soothing, and his joy rises, to a degree that I never experienced when studying the authors of any other country.","MWS"
"id17992","This is not a sudden fantasy; I live for it.","MWS"
"id17371","For Ritzner, always in the expectation of the grotesque, his peculiarities had long provoked food for mystification.","EAP"
"id01847","A Frenchman was aware of the murder.","EAP"
"id19566","They look very strange, very much like something between a turkey cock and a dromedary.","EAP"
"id16021","&quot;It&#39;s Guido&#39;s own, how could you have gotten it?","EAP"
"id24127","The doctor interrogated him harshly and advised him to consult a specialist in nerves.","HPL"
"id22297","We live on a placid island of ignorance in the midst of the black seas of infinity, and I was not destined to travel far.","HPL"
"id24741","But let&#39;s go; until tomorrow we will make arrangements to go out together, and going to that part of the forest, invoke it. &quot;","MWS"
"id09541","The senior partner of the firm, however, would allow me only a penny of the load, and was in charge of showing how four of the same conveniences could be extracted from a sheet of paper.","EAP"
"id09678","&quot;Belay that&quot; interrupted Tarpaulin, he was not more surprised at the length of his companion&#39;s speech than at the nature of his refusal. &quot;Belay that you and you are talking, legs, none of your talk, my helmet is still light, although I confess to you, it seems to be a bit heavy, and in regards to your share of the load, why instead of provoking Storm, would find stowage for her, but &quot;this procedure,&quot; the president interjected, &quot;is not in any way in accordance with the terms of the mulct or prayer, which is of medium nature, and should not be modified or recovered.","EAP"
"id17925","Brewster does not notice it beyond a simple statement, we believe, that is the fact.","EAP"
"id18671","The now hideous pallor of the skin, and the now miraculous brilliance of the eye, above all things startled me and even amazed me.","EAP"
"id04118","He was succeeded by a sad voice, which I had difficulty recognizing as that of the noble Fortunato.","EAP"
"id05231","My father had changed very little of what he described himself before his misfortunes.","MWS"
"id13860","I could no longer doubt that we had been precipitated in our preparations that Rowena was still alive.","EAP"
"id24858","It represented a monster with a vaguely anthropoid profile, but with an octopus like the head whose face was a mass of probes, a scaly and rubbery body, prodigious claws on the hind and front legs, and long, narrow wings behind.","HPL"
"id20610","He looked impatiently around the low-toned room with the rag rug and exposed beams and posts at the corners, and smiled only when the branches of the garden scraped the lead panels of the back window.","HPL"
"id22489","As could well be imagined, I gave up most of the features planned in advance of the rest of my tour, the scenic, architectural and antiquarian diversions I had counted on so much.","HPL"
"id12641","There was much more than I could remember, but even what I remembered each morning would be enough to call me crazy or genius if I dared write it.","HPL"
"id20990","And the enormity of this offense against every manly and honorable feeling showed, beyond all doubt, the main reason, if not the only one, for the impunity with which it was committed.","EAP"
"id27287","I could not see the figure of who had excited me.","EAP"
"id20896","Now, extend one of your hands, Pompey, and let me step on it like that.","EAP"
"id01628","&quot;Blacksmith?&quot; said Miss Arabella, since at last she understood the meaning of my inquiry; &quot;Blacksmith?","EAP"
"id15148","If he could have judged, in fact, by the excessively overloaded air of liveliness with which he had been harassed, or apparently by the words of the story, he might well have congratulated me on the success of my design.","EAP"
"id25676","After the Civil War, all industrial life was limited to the Marsh Refining Company, and the commercialization of gold ingots formed the only remaining important trade, apart from eternal fishing.","HPL"
"id20752","The relationships of what he had done, the conjectures about his future actions, were the issues that never failed in the hour.","MWS"
"id25403","I saw that I felt that I had a perfect command of my senses and these senses now brought to my soul a world of novel and singular sensation.","EAP"
"id15593","Before entering this topic, it would be good to give a brief history and description of the Chess Player for the benefit of our readers, since you may never have had the opportunity to witness the exhibition of Mr. Maelzel.","EAP"
"id00392","He often thanked us for the books we gave him and the use of our instruments, but he never spoke of his disturbed abode or change of circumstances.","MWS"
"id12980","And in these arrangements of the Principles of human action, the Spurzheimites, good or evil, in part or as a whole, have followed, in principle, the steps of their predecessors: deduce and establish everything from the preconceived destiny of Man , and on the basis of the objects of its Creator.","EAP"
"id27205","The aim of our reasoner is simply to show that this body is not Marie&#39;s.","EAP"
"id21918","I would have accompanied it myself, but I felt that, given the circumstances of my introduction to the house, it would be better to remain unnoticed where I was.","EAP"
"id20642","Now I began to feel my way in science, and soon I understood that, whenever a man had his nose visible enough to simply follow it, he would arrive at a Lionship.","EAP"
"id22156","He talked about general topics and gave me ideas that I had never before conceived.","MWS"
"id14773","In the lucid intervals of my illness, his calamity, in fact, caused me pain, and, taking seriously that total destruction of his fair and gentle life, I did not stop reflecting, frequently and bitterly, on the amazing work environment of how strange a revolution had taken place so suddenly.","EAP"
"id19888","A nurse and a nurse attended; but I did not feel totally free to commit myself to a task of this character without more reliable witnesses than these people, in case of a sudden accident, could prove.","EAP"
"id15487","&quot;His death,&quot; he said, with a bitterness I can never forget, &quot;would leave him hopeless and fragile, the last of the ancient race of ushers.&quot;","EAP"
"id26108","I woke up exhausted, and discovering that it was already night, I left my hiding place and went out in search of food.","MWS"
"id23870","I lie on the deck watching the stars and listening to the splash of the waves.","MWS"
"id24555","When he conversed with me, his manners were cold and constricted; his eyes only seemed to speak, and when he turned his black, lustrous glow towards me, they expressed a living sadness.","MWS"
"id25158","To bring the death of the men of the upper earth I must do a penance, but that would not be heavy.","HPL"
"id10321","He was playing in the &#39;puff the dart&#39;, which is played with a long needle inserted in a yarn, and blows a target through a tin tube.","EAP"
"id18792","&quot;It will not drink. It will not drink.&quot; So the old bugs roared, as it seemed to have run out or climb over the appointments.","HPL"
"id25022","The next day I carefully wrapped the green jade amulet and left for Holland.","HPL"
"id27320","Having reached, in its previous course, approximately the twentieth parallel of south latitude, it suddenly turned off, at an acute angle, towards the east, and thus continued throughout the day, remaining almost, if not completely, in the exact plane of the ellipse. lunar.","EAP"
"id27642","My nervous condition was reflected in my dreams, because I seemed to hear the screams of drowning people and see dead faces pressing against the portholes of the boat.","HPL"
"id16630","For me, they have presented little, but the Horror to many will seem less terrible than the Baroque.","EAP"
"id20950","&quot;You saw it until it got dark.&quot;","HPL"
"id19830","The prayer had scarcely ended, before shouts and imprecations were heard under the windows; and, immediately after, it became clear that some people outside were trying to enter the room.","EAP"
"id17885","Once this is done, there will be no difficulty.","EAP"
"id24272","While my companion contemplated with a serious and satisfied spirit the magnificent appearances of things, I loved to investigate their causes.","MWS"
"id01469","I lay down on the floor and, giving the reins to my thoughts, reviewed in my mind my previous life; and I began, fold to fold, unravel the many errors of my heart and discover how brutal, savage and worthless it had been until now.","MWS"
"id17747","It does not hurt to leave you; nor can our separation give you much.","MWS"
"id02062","Four days later, while we were both in the hidden museum, there was a low, cautious scratch on the only door that led to the staircase of the secret library.","HPL"
"id20657","His mouth was wrinkled and sunk in an expression of horrible affability, and his eyes, as indeed the eyes of everyone on the table, were glassy with the fumes of intoxication.","EAP"
"id19516","And, of course, one fine morning, the guards found themselves clenched hands and feet, and thrown into the cells, where they were treated, as if they were lunatics, by the lunatics, who had usurped the offices of the guardians. &quot;","EAP"
"id19790","His new novels were successful as he had never had them before; and since he knew how empty they must be to please an empty pack, he burned them and stopped writing.","HPL"
"id07138","I examined the poetry of the old days; I studied the metaphysics of Plato and Berkeley.","MWS"
"id08877","Then an important event occurred, of which the following Blackwood article, in a heterogeneous tone, is the substance and the result.","EAP"
"id11498","The student left his books, the artist his study: the occupations of life had disappeared, but the amusements remained; The enjoyment could extend to the edge of the grave.","MWS"
"id15001","Saddened by these family misfortunes, the scientist sought relief at work and made two long expeditions into the interior of Africa.","HPL"
"id12584","My thoughts were gems to enrich the treasure of man&#39;s intellectual possessions; Each feeling was a precious gift that I gave them.","MWS"
"id00853","All this has a different effect on Raymond.","MWS"
"id05655","For a few days they would not believe an assertion that their intellect so long used among worldly considerations could not be understood in any way.","EAP"
"id22460","We are heading west; but as the drag of the buoys materially impeded our progress, and we had the globe abundantly in command, either for ascent or descent, first we shed fifty pounds of ballast, and then we ended up with a windlass of both the rope. As it brought quite clear from the sea.","EAP"
"id03344","This I did, on the spot, in a revision of the original &quot;Bob Oil&quot;, which occupied thirty-six pages of the &quot;Lollipop&quot;.","EAP"
"id05668","I must bring this document, necessarily, to a conclusion, and I can not do better than with a summary of a very decent reference, but rather elaborate, of which our own city became theater, not long ago, and that subsequently it was repeated successfully, in other even greener locations of the Union.","EAP"
"id22897","In the end, the idea is entertaining to unite the strength of a large number of birds, in order to raise the author himself.","EAP"
"id15864","No railroad now BM ever passed, and Rowley&#39;s branch line was abandoned years ago.","HPL"
"id09096","Why should this be?","MWS"
"id24920","&quot;Excellent man, I thank you and I accept your generous offer.","MWS"
"id07769","But because people had thrown flowers and acclaimed his songs, Iranon stayed and, with him, Romnod, who liked the city&#39;s merriment and wore roses and myrtle in his dark hair.","HPL"
"id09219","We reached the foot of the descent and we stopped together in the humid soil of the catacombs of the Montresor.","EAP"
"id00182","The mortal body had finally been struck with the hand of mortal decay.","EAP"
"id00673","I was then only twenty years old.","EAP"
"id26077","Certain accessory points of the design served to convey the idea that this excavation is deeper than the surface of the earth.","EAP"
"id20404","This time we were almost caught before we incinerated the thing, and West doubted the advisability of repeating his daring misuse of the university lab.","HPL"
"id02658","I do not know why I went there unless I prayed, or that I shouted crazy prayers and apologies to the white and quiet thing that was inside; but, whatever my reason, I attacked the half-frozen lawn with a desperation partly mine and partly that of a dominant will outside of me.","HPL"
"id09579","There was a strong whirlpool and foam in the noisy brine, and as the steam rose higher and higher, the brave Norwegian pushed his ship against the jelly that rose over the impure lather like the stern of a demon galleon.","HPL"
"id10924","Perdita prepared to follow him with her son.","MWS"
"id19698","&quot;And why is everyone so down in Innsmouth?","HPL"
"id25284","The affection and friendship of a Raymond can be inestimable; but, beyond that affection, deeper than friendship, was the indivisible treasure of love.","MWS"
"id01912","That season had already left; and the winter had begun with a sudden and unusual severity.","MWS"
"id22531","The loft on the roof, which must have had a sloping floor, was also inaccessible.","HPL"
"id13516","Shortly after its completion, it was exhibited in Presburg, Paris, Vienna and other continental cities.","EAP"
"id08641","Admit the first escape that resulted in a dispute between the lovers and the return home of the betrayed.","EAP"
"id23816","I assure you that it is of the greatest importance.","EAP"
"id09635","As we were almost constantly in a wind, and the breeze was not a little hard, the boat bowed to the leeward very considerably; and each time his starboard sideboard was to leeward, the sliding door between the cabins opened, and so it remained, no one bothered to get up and close.","EAP"
"id01491","Justine was also a child of merit and possessed qualities that promised to make her life happy; Now everything must be destroyed in an ignominious grave, and I will cause it A thousand times, rather, I would have confessed guilty of the crime attributed to Justine, but I was absent when it was committed, and such a statement would have been considered as the ravings of a madman and They would not have exonerated her for having suffered through me.","MWS"
"id12762","The fires must be lit and the dancers must start.","HPL"
"id15674","My food is not that of man; I do not destroy the lamb and the child to overwhelm my appetite; The acorns and the berries provide me with enough food.","MWS"
"id13194","But it was all in vain.","EAP"
